All	HP:0000001
Quadriparésie	HP:0002273
Mauvaise coordination motrice	HP:0002275
Mauvaise coordination motrice	HP:0002275
Syndrome de Horner	HP:0002277
Paralysie oculosympathique	HP:0002277
Syndrome de Horner	HP:0002277
Cisterna magna agrandie	HP:0002280
Méga citerne magna	HP:0002280
Grande citerne magna	HP:0002280
hétérotopies de la matière grise obsolètes	HP:0002281
Hétérotopie de la matière grise	HP:0002282
Hétérotopie de la matière grise	HP:0002282
Hétérotopies	HP:0002282
Hétérotopie neuronale	HP:0002282
Hétérotopies de la matière grise	HP:0002282
Hétérotopie	HP:0002282
Atrophie cérébrale globale	HP:0002283
Atrophie cérébrale diffuse	HP:0002283
Atrophie cérébrale généralisée	HP:0002283
Atrophie cérébrale généralisée	HP:0002283
Dégénérescence cérébrale généralisée	HP:0002283
Cheveux blonds	HP:0002286
Cheveux blonds	HP:0002286
Couleur de cheveux claire	HP:0002286
Coloration des cheveux en lin	HP:0002286
Cheveux de couleur paille	HP:0002286
Cheveux blonds	HP:0002286
Cheveux clairs	HP:0002286
Tête de remorquage (couleur des cheveux)	HP:0002286
Couleur de cheveux sable	HP:0002286
Alopécie progressive	HP:0002287
Alopécie universelle	HP:0002289
Alopécie universelle	HP:0002289
Alopécie, complète	HP:0002289
Poliose	HP:0002290
Patch blanc	HP:0002290
Patch de cheveux blancs	HP:0002290
Calvitie frontale	HP:0002292
Calvitie frontale	HP:0002292
Calvitie masculine	HP:0002292
Alopécie du cuir chevelu	HP:0002293
Chute de cheveux du cuir chevelu	HP:0002293
Calvitie	HP:0002293
Cheveux manquants sur le cuir chevelu	HP:0002293
Absence de cheveux du cuir chevelu	HP:0002293
Chute de cheveux pathologique du cuir chevelu	HP:0002293
Hypotrichose progressive	HP:0002296
cheveux roux	HP:0002297
Couleur des cheveux au gingembre	HP:0002297
Tête rouge (couleur des cheveux)	HP:0002297
Couleur des cheveux roux	HP:0002297
cheveux roux	HP:0002297
Cheveux absents	HP:0002298
Cheveux absents	HP:0002298
Cheveux cassants	HP:0002299
Cheveux fracturés	HP:0002299
Cheveux fragiles	HP:0002299
Réduction de la résistance à la traction des cheveux	HP:0002299
Cheveux cassants	HP:0002299
Cheveux facilement cassants	HP:0002299
Mutisme	HP:0002300
Incapacité de parler	HP:0002300
Mutism	HP:0002300
Hémiplégie	HP:0002301
Paralysie d'un côté du corps	HP:0002301
Akinésie	HP:0002304
Athétose	HP:0002305
Mouvements de contorsion involontaires	HP:0002305
Mouvements de contorsion involontaires dans les doigts, les mains, les orteils et les pieds	HP:0002305
Mouvements athétoïdes	HP:0002305
Bave	HP:0002307
Dribble	HP:0002307
Bave	HP:0002307
Sialorrhée	HP:0002307
Malformation d'Arnold-Chiari	HP:0002308
Malformation de Chiari	HP:0002308
Dyskinésie orofaciale	HP:0002310
Dyskinésies orofaciales	HP:0002310
Incoordination	HP:0002311
Incoordination des mouvements des membres	HP:0002311
Incoordination des membres	HP:0002311
Difficultés de coordination	HP:0002311
Incoordination	HP:0002311
Maladresse	HP:0002312
Maladresse	HP:0002312
Paraparésie spastique	HP:0002313
Dégénérescence des voies corticospinales latérales	HP:0002314
Dégénérescence des voies corticospinales latérales	HP:0002314
Mal de crâne	HP:0002315
Mal de crâne	HP:0002315
Maux de tête	HP:0002315
Démarche instable	HP:0002317
Marche instable	HP:0002317
Instabilité de la démarche	HP:0002317
Myélopathie cervicale	HP:0002318
vertige	HP:0002321
Vertiges	HP:0002321
Étourdissement	HP:0002321
Tremblement de repos	HP:0002322
Tremblement de repos	HP:0002322
Tremblement parkinsonien	HP:0002322
Tremblement de repos	HP:0002322
Tremblements au repos	HP:0002322
Anencéphalie	HP:0002323
Anencéphalie embryonnaire	HP:0002323
Anencéphalie fœtale	HP:0002323
Hydranencéphalie	HP:0002324
Hydrancéphalie	HP:0002324
Accident ischémique transitoire	HP:0002326
Crises ischémiques transitoires	HP:0002326
Accident ischémique transitoire	HP:0002326
Mini course	HP:0002326
TIA	HP:0002326
Somnolence	HP:0002329
Somnolent	HP:0002329
Drowsiness	HP:0002329
Somnolence paroxystique	HP:0002330
Céphalée paroxystique récurrente	HP:0002331
Manque de relations avec les pairs	HP:0002332
Manque de relations avec les pairs	HP:0002332
Détérioration du moteur	HP:0002333
Dégénérescence progressive du mouvement	HP:0002333
Anomalie du vermis cérébelleux	HP:0002334
Agénésie du vermis cérébelleux	HP:0002335
Agénésie vermienne	HP:0002335
Aplasie du vermis cérébelleux	HP:0002335
Morphologie anormale du noyau caudé	HP:0002339
Anomalie du noyau caudé	HP:0002339
Atrophie caudée	HP:0002340
Dégénérescence caudée	HP:0002340
Compression du cordon cervical	HP:0002341
Myélopathie par compression du cordon cervical	HP:0002341
Déficience intellectuelle, modérée	HP:0002342
Retard mental, modéré	HP:0002342
Retard mental modéré	HP:0002342
Déficience mentale modérée	HP:0002342
QI entre 34 et 49	HP:0002342
Hydrocéphalie à pression normale	HP:0002343
Hydrocéphalie à pression normale	HP:0002343
Altération neurologique progressive	HP:0002344
Aggravation des symptômes neurologiques	HP:0002344
Altération neurologique, progressive	HP:0002344
Neurodégénérescence progressive	HP:0002344
Détérioration mentale progressive	HP:0002344
Altération neurologique	HP:0002344
Tremblement d'action	HP:0002345
Tremblement ataxique	HP:0002345
Tremblement de la tête	HP:0002346
Tremblement de la tête	HP:0002346
Crise focale consciente	HP:0002349
Crise partielle avec conscience conservée	HP:0002349
Crise focale sans altération de la conscience	HP:0002349
Crises focales sans altération de la conscience ou de la conscience	HP:0002349
Crise focale avec conscience conservée	HP:0002349
Crise partielle sans altération de la conscience	HP:0002349
Crise focale sans altération de la conscience ou de la conscience	HP:0002349
Crise partielle simple	HP:0002349
Crises focalisées	HP:0002349
Crises partielles simples	HP:0002349
Kyste cérébelleux	HP:0002350
Kystes cérébelleux	HP:0002350
Leucoencéphalopathie	HP:0002352
Anomalie EEG	HP:0002353
Électroencéphalogramme anormal	HP:0002353
Électroencéphalogramme anormal	HP:0002353
Anomalies de l'électroencéphalogramme	HP:0002353
EEG anormal	HP:0002353
Anomalies EEG	HP:0002353
Déficience de mémoire	HP:0002354
Déficience de mémoire	HP:0002354
Mauvaise mémoire	HP:0002354
Problèmes de mémoire	HP:0002354
Oubli	HP:0002354
Perte de mémoire	HP:0002354
Difficulté à marcher	HP:0002355
Difficulté à marcher	HP:0002355
Handicap à la marche	HP:0002355
Difficulté à marcher	HP:0002355
Crampe de l'écrivain	HP:0002356
Crampe de l'écrivain	HP:0002356
Dysphasie	HP:0002357
Chutes fréquentes	HP:0002359
Chutes fréquentes	HP:0002359
Trouble du sommeil	HP:0002360
Dysfonctionnement du sommeil	HP:0002360
Difficulté à dormir	HP:0002360
Troubles du sommeil	HP:0002360
Perturbations de sommeil	HP:0002360
Détérioration psychomotrice	HP:0002361
Dégénérescence psychomotrice	HP:0002361
Démarche changeante	HP:0002362
Marche aléatoire	HP:0002362
Anomalie de la morphologie du tronc cérébral	HP:0002363
Forme anormale du tronc cérébral	HP:0002363
Anomalie du tronc cérébral	HP:0002363
Hypoplasie du tronc cérébral	HP:0002365
Tronc cérébral hypoplasique	HP:0002365
Tronc cérébral hypoplasique	HP:0002365
Tronc cérébral sous-développé	HP:0002365
Petit tronc cérébral	HP:0002365
Hypoplasie du tronc cérébral	HP:0002365
Morphologie anormale du motoneurone inférieur	HP:0002366
Signes des neurones moteurs inférieurs	HP:0002366
Manifestations des motoneurones inférieurs	HP:0002366
Maladie des neurones moteurs inférieurs	HP:0002366
Hallucinations visuelles	HP:0002367
Hallucinations visuelles	HP:0002367
Mauvaise coordination	HP:0002370
Mauvaise coordination	HP:0002370
Perte de parole	HP:0002371
Perte de parole	HP:0002371
EEG intercritique normal	HP:0002372
Convulsions fébriles (dans la tranche d'âge de 3 mois à 6 ans)	HP:0002373
Convulsions fébriles	HP:0002373
Convulsions, généralisées, associées à de la fièvre	HP:0002373
Convulsion fièvreuse	HP:0002373
Convulsions, fébriles, dans la petite enfance	HP:0002373
Crises provoquées par la fièvre	HP:0002373
Mouvement diminué	HP:0002374
Mouvement diminué	HP:0002374
Hypokinésie	HP:0002375
Diminution des mouvements musculaires	HP:0002375
Diminution des mouvements spontanés	HP:0002375
Diminution des mouvements spontanés	HP:0002375
Régression développementale	HP:0002376
Régression psychomotrice, progressive	HP:0002376
Régression neurodéveloppementale	HP:0002376
Régression psychomotrice dès la petite enfance	HP:0002376
Régression psychomotrice	HP:0002376
Détérioration mentale pendant l'enfance	HP:0002376
Perte de jalons de développement	HP:0002376
Régression psychomotrice chez les nourrissons	HP:0002376
paralysie du nerf crânien liée au paragangliome obsolète	HP:0002377
Tremblement de la main	HP:0002378
Tremblement des mains	HP:0002378
tremblements dans les mains	HP:0002378
Tremblement de la main	HP:0002378
Tremblement de la main	HP:0002378
Fasciculations	HP:0002380
Fasciculation musculaire	HP:0002380
Fasciculation	HP:0002380
Contraction musculaire	HP:0002380
Aphasie	HP:0002381
Perte de mots	HP:0002381
Difficulté à trouver des mots	HP:0002381
Perdre des mots	HP:0002381
Encéphalite	HP:0002383
Inflammation du cerveau	HP:0002383
Crise de conscience avec déficience focale	HP:0002384
Crise partielle avec altération de la conscience	HP:0002384
Crises partielles complexes	HP:0002384
Crise focale avec altération de la conscience	HP:0002384
Crise localisée avec conscience altérée	HP:0002384
Crise dyscognitive partielle	HP:0002384
Crise partielle complexe	HP:0002384
Crise localisée avec perte de conscience	HP:0002384
Crises de conscience avec déficience focale	HP:0002384
Crise partielle avec perte de conscience	HP:0002384
Crises focales complexes	HP:0002384
Crise dyscognitive focale	HP:0002384
Crise localisée avec perte de conscience	HP:0002384
Crises dyscognitives	HP:0002384
Crise dyscognitive localisée	HP:0002384
Crise localisée avec conscience altérée	HP:0002384
Crise dyscognitive localisée	HP:0002384
Crises focales avec altération de la conscience ou de la conscience	HP:0002384
Crise focale avec perte de conscience	HP:0002384
Paraparésie	HP:0002385
Paralysie partielle des jambes	HP:0002385
Cavum septum pellucidum	HP:0002389
Cavum septum pellucidum élargi	HP:0002389
Cavum septum pellucidum persistant	HP:0002389
Grand cavum septi pellucidi	HP:0002389
Malformation artério-veineuse de la colonne vertébrale	HP:0002390
EEG avec complexes d'ondes polyspike	HP:0002392
EEG: ondes spike et multispike, 3-4 Hz	HP:0002392
Hyperréflexie des membres inférieurs	HP:0002395
Augmentation des réflexes tendineux profonds dans les membres inférieurs	HP:0002395
Réflexe hyperactif du bas de la jambe	HP:0002395
Hyperréflexie des membres inférieurs	HP:0002395
Hyperréflexie des jambes	HP:0002395
Réflexes vifs des membres inférieurs	HP:0002395
Hyperréflexie dans les membres inférieurs	HP:0002395
Rigidité de la roue dentée	HP:0002396
Dégénérescence des cellules de la corne antérieure	HP:0002398
Perte progressive des cellules de la corne antérieure	HP:0002398
Perte de cellules de la corne antérieure	HP:0002398
Dégénérescence des neurones alpha-moteurs dans les cellules de la corne antérieure de la moelle épinière	HP:0002398
Dégénérescence des cellules de la corne antérieure de la moelle épinière	HP:0002398
Dégénérescence des cellules de la corne antérieure de la moelle épinière	HP:0002398
Perte des cellules de la corne antérieure de la moelle épinière	HP:0002398
Épisode semblable à un AVC	HP:0002401
Épisodes strokelike	HP:0002401
Épisodes de type AVC	HP:0002401
Signe de Romberg positif	HP:0002403
Pédoncule cérébelleux supérieur épaissi	HP:0002404
Pédoncules cérébelleux épais	HP:0002404
Dysmétrie des membres	HP:0002406
Mouvement non coordonné des membres	HP:0002406
Malformation artério-veineuse cérébrale	HP:0002408
Malformation AV cérébrale	HP:0002408
Sténose aqueducale	HP:0002410
Sténose d'aqueduc	HP:0002410
Aqueduc de la sténose de Sylvius	HP:0002410
Rétrécissement de l'aqueduc de Sylvius	HP:0002410
Myokymie	HP:0002411
Spina bifida	HP:0002414
Colonne vertébrale fendue	HP:0002414
Leucodystrophie	HP:0002415
Dégénérescence de la substance blanche du cerveau	HP:0002415
Kystes sous-épendymaires	HP:0002416
Anomalie de la morphologie du mésencéphale	HP:0002418
Forme anormale du mésencéphale	HP:0002418
Anomalie du mésencéphale	HP:0002418
Anomalie du mésencéphale	HP:0002418
Signe de la dent molaire sur l'IRM	HP:0002419
signe `` molaire '' sur l'imagerie	HP:0002419
`` signe de la dent molaire '' sur l'imagerie cérébrale '	HP:0002419
Signe de la molaire	HP:0002419
Mauvais contrôle de la tête	HP:0002421
Mauvais contrôle de la tête	HP:0002421
Signes à longue portée	HP:0002423
Signes de longue portée	HP:0002423
Anarthrie	HP:0002425
Perte de la parole articulée	HP:0002425
Aphasie motrice	HP:0002427
Perte de la parole expressive	HP:0002427
Aphasie de Broca	HP:0002427
Aphasie expressive	HP:0002427
Méningocèle	HP:0002435
Méningocèle occipitale	HP:0002436
Malformation cérébelleuse	HP:0002438
Démence frontolimbique	HP:0002439
Dyscalculie	HP:0002442
Difficulté à effectuer des calculs arithmétiques	HP:0002442
Hamartome hypothalamique	HP:0002444
Tétraplégie	HP:0002445
Paralysie des quatre membres	HP:0002445
Quadriplégie	HP:0002445
Astrocytose	HP:0002446
Augmentation du nombre d'astrocytes	HP:0002446
Encéphalopathie progressive	HP:0002448
Maladie cérébrale progressive	HP:0002448
Morphologie anormale des motoneurones	HP:0002450
Forme anormale du motoneurone	HP:0002450
Dystonie des membres	HP:0002451
Morphologie anormale du globus pallidus	HP:0002453
Anomalie de l'œil du tigre du globus pallidus	HP:0002454
Mouvements anormaux de la tête	HP:0002457
Mouvements anormaux de la tête	HP:0002457
Dysautonomie obsolète	HP:0002459
Faiblesse musculaire distale	HP:0002460
Faiblesse des muscles les plus externes	HP:0002460
Faiblesse des membres distaux	HP:0002460
Faiblesse musculaire des membres distaux due à une neuropathie périphérique	HP:0002460
Faiblesse musculaire distale	HP:0002460
Faiblesse musculaire, membres distaux, due à une neuronopathie	HP:0002460
Faiblesse des muscles distaux	HP:0002460
Faiblesse musculaire des membres distaux	HP:0002460
Faiblesse musculaire, distale	HP:0002460
Parésie distale	HP:0002460
Calcifications denses dans le noyau denté du cervelet	HP:0002461
Troubles du langage	HP:0002463
Troubles du langage	HP:0002463
Trouble du langage	HP:0002463
Dysarthrie spastique	HP:0002464
Dysarthrie rigide	HP:0002464
Mauvais discours	HP:0002465
Mauvais discours	HP:0002465
Difficulté à parler	HP:0002465
Problèmes de parole	HP:0002465
Ataxie cérébelleuse non progressive	HP:0002470
Petit cortex cérébral	HP:0002472
Diminution du volume du cortex cérébral	HP:0002472
Délai de langage expressif	HP:0002474
Délai de communication	HP:0002474
Déficit de langage expressif	HP:0002474
Myéloméningocèle	HP:0002475
Méningomyélocèle	HP:0002475
Spina bifida cystica	HP:0002475
Réflexe primitif	HP:0002476
Réflexe archaïque	HP:0002476
Réflexes primitifs	HP:0002476
Quadriplégie spastique progressive	HP:0002478
Quadriparésie spastique progressive	HP:0002478
Encéphalopathie hépatique	HP:0002480
Signes bulbaires	HP:0002483
Myotonie	HP:0002486
Détente retardée des fibres musculaires après la contraction	HP:0002486
Mouvements hyperkinétiques	HP:0002487
Hyperkinésie	HP:0002487
Hyperkinésie	HP:0002487
Spasmes musculaires	HP:0002487
Leucémie aiguë	HP:0002488
Leucémies aiguës	HP:0002488
Leucémie aiguë	HP:0002488
Cancer du sang aigu	HP:0002488
Augmentation du lactate de LCR	HP:0002490
Augmentation de l'acide lactique dans le LCR	HP:0002490
Augmentation du lactate du liquide céphalo-rachidien	HP:0002490
Hyperlactatorachie	HP:0002490
Spasticité des muscles faciaux	HP:0002491
Augmentation de la rigidité des muscles faciaux	HP:0002491
Augmentation du tonus des muscles faciaux	HP:0002491
Spasticité des muscles faciaux	HP:0002491
Anomalie morphologique du tractus corticospinal	HP:0002492
Anomalie du tractus corticospinal	HP:0002492
Implication des voies corticospinales	HP:0002492
Dysfonctionnement du motoneurone supérieur	HP:0002493
Dysfonctionnement du tractus corticospinal	HP:0002493
Dysfonctionnement des voies pyramidales	HP:0002493
Sommeil anormal à mouvements oculaires rapides	HP:0002494
Sommeil paradoxal anormal	HP:0002494
Sensation vibratoire altérée	HP:0002495
Diminution du sens vibratoire	HP:0002495
Diminution du sens des vibrations	HP:0002495
Diminution du sens vibratoire	HP:0002495
Hypopallesthésie	HP:0002495
Sens vibratoire altéré	HP:0002495
Sensation vibratoire altérée	HP:0002495
Ataxie spastique	HP:0002497
Anomalie de la substance blanche cérébrale	HP:0002500
Anomalies de la substance blanche corticale observées à l'IRM	HP:0002500
Anomalie de la substance blanche sous-corticale	HP:0002500
Altérations de la matière blanche	HP:0002500
Anomalies de la substance blanche cérébrale	HP:0002500
Leucoaraïose	HP:0002500
Anomalies de la substance blanche	HP:0002500
Spasticité des muscles pharyngés	HP:0002501
Dégénérescence du tractus spinocérébelleux	HP:0002503
