Tous	HP:0000001
Atrophie musculaire distale progressive	HP:0008955
Amyotrophie des membres inférieurs proximaux	HP:0008956
Amyotrophie impliquant la cuisse	HP:0008956
Atrophie musculaire proximale des membres inférieurs	HP:0008956
Atrophie musculaire de la cuisse	HP:0008956
Perte de muscle de la cuisse	HP:0008956
Amyotrophie de la musculature de la cuisse	HP:0008956
Faiblesse musculaire des membres supérieurs distaux	HP:0008959
Hypoplasie musculaire du mollet	HP:0008962
Muscles hypoplasiques du mollet	HP:0008962
Muscles du mollet sous-développés	HP:0008962
Faiblesse du muscle tibial	HP:0008963
Atrophie musculaire non progressive	HP:0008964
Raideur musculaire induite par l'exercice	HP:0008967
Raideur musculaire induite par l'exercice	HP:0008967
Raideur musculaire à l'exercice	HP:0008967
Raideur musculaire, induite par l'exercice	HP:0008967
Hypertrophie musculaire des membres inférieurs	HP:0008968
Raideur musculaire des jambes	HP:0008969
Dystrophie musculaire scapulo-humérale	HP:0008970
Diminution de l'activité de la chaîne respiratoire mitochondriale	HP:0008972
Diminution des activités des complexes de chaînes respiratoires codées par les mitochondries	HP:0008972
Diminution de l'activité des complexes respiratoires mitochondriaux	HP:0008972
Myopathie nécrosante	HP:0008978
Hypertrophie musculaire du mollet	HP:0008981
Hypertrophie du mollet	HP:0008981
Augmentation de la taille des muscles du mollet	HP:0008981
Hypertrophie musculaire des muscles du mollet	HP:0008981
Hypoplasie musculaire du cou	HP:0008984
Diminution de la taille du muscle du cou	HP:0008984
Insuffisance du muscle du cou	HP:0008984
Petit muscle du cou	HP:0008984
Muscle du cou hypotrophique	HP:0008984
Sous-développement du muscle du cou	HP:0008984
Augmentation de la graisse intramusculaire	HP:0008985
Augmentation de la graisse intramusculaire	HP:0008985
Augmentation de la graisse IM	HP:0008985
Agénésie du diaphragme	HP:0008986
Diaphragme absent	HP:0008986
Agénésie du diaphragme	HP:0008986
Atrophie musculaire de la ceinture pelvienne	HP:0008988
Perte musculaire de la ceinture pelvienne	HP:0008988
Crampes aux jambes induites par l'exercice	HP:0008991
Augmentation de la graisse intra-abdominale	HP:0008993
Faiblesse musculaire proximale des membres inférieurs	HP:0008994
Faiblesse musculaire, membres proximaux et inférieurs	HP:0008994
Faiblesse musculaire proximale des membres supérieurs	HP:0008997
Hypoplasie pectorale	HP:0008998
Muscle pec sous-développé	HP:0008998
Muscle pectoral hypoplasique	HP:0008998
Petit muscle pec	HP:0008998
Perte de tissu adipeux sous-cutané tronculaire	HP:0009002
Perte de tissu adipeux dans le tronc	HP:0009002
Perte de tissu adipeux tronculaire sous-cutané	HP:0009002
Perte de tissu adipeux tronculaire	HP:0009002
Augmentation du tissu adipeux tronculaire sous-cutané	HP:0009003
Augmentation de la graisse sous la peau dans le tronc	HP:0009003
Hypoplasie de la musculature	HP:0009004
Musculature squelettique peu développée	HP:0009004
Muscle sous-développé	HP:0009004
Hypoplasie musculaire	HP:0009004
Muscles sous-développés	HP:0009004
Faiblesse des muscles intrinsèques de la main	HP:0009005
Faiblesse musculaire intrinsèque de la main	HP:0009005
Hypoplasie du biceps	HP:0009007
Biceps hypoplasiques	HP:0009007
Biceps sous-développés	HP:0009007
Hypoplasie du muscle serratus antérieur	HP:0009011
Absence congénitale de muscles fessiers	HP:0009013
Hypoplasie musculaire des membres supérieurs	HP:0009016
Sous-développement des muscles des membres supérieurs	HP:0009016
Perte de tissu adipeux sous-cutané fessier	HP:0009017
Perte de tissu adipeux sous la peau dans les fessiers	HP:0009017
Perte progressive du tissu adipeux facial	HP:0009019
Perte progressive de la graisse du visage	HP:0009019
Perte de graisse faciale	HP:0009019
Perte progressive du tissu adipeux sous-cutané facial	HP:0009019
Perte progressive du tissu adipeux sous-cutané du visage	HP:0009019
Atrophie de la graisse du visage	HP:0009019
Perte de tissu adipeux sous-cutané du visage, progressive	HP:0009019
Atrophie du tissu adipeux facial	HP:0009019
Fatigue musculaire induite par l'exercice	HP:0009020
Faiblesse musculaire de la paroi abdominale	HP:0009023
Musculature abdominale relâchée	HP:0009023
Augmentation du tissu conjonctif	HP:0009025
Hypoplasie du muscle latissimus dorsi	HP:0009026
Faiblesse du dorsiflexor du pied	HP:0009027
Chute de pied	HP:0009027
Faiblesse de l'extenseur du pied	HP:0009027
Footdrop	HP:0009027
Faiblesse généralisée des muscles des membres	HP:0009028
Faiblesse généralisée des muscles des membres	HP:0009028
Amyotrophie de la musculature de la cheville	HP:0009031
Atrophie musculaire spinale segmentaire	HP:0009037
Hypertrophie musculaire marquée	HP:0009042
Hypoplasie obsolète du muscle deltoïde	HP:0009044
Rhabdomyolyse induite par l'exercice	HP:0009045
Rhabdomyolyse avec exercice	HP:0009045
Difficulté à courir	HP:0009046
Difficulté à courir	HP:0009046
Atrophie musculaire péronière	HP:0009049
Atrophie péronière	HP:0009049
Atrophie musculaire du quadriceps	HP:0009050
Perte de muscles quadruples	HP:0009050
Augmentation de la teneur en glycogène musculaire	HP:0009051
Faiblesse musculaire distale des membres inférieurs	HP:0009053
Faiblesse musculaire distale des membres inférieurs	HP:0009053
Faiblesse musculaire, membre inférieur, distal	HP:0009053
Myopathie scapulopéronienne	HP:0009054
Atrophie musculaire généralisée des membres	HP:0009055
Perte musculaire généralisée	HP:0009055
Atrophie musculaire généralisée, proximale et distale	HP:0009055
Atrophie musculaire généralisée des membres	HP:0009055
Perte de tissu adipeux sous-cutané des membres supérieurs	HP:0009056
Perte de tissu adipeux sous la peau des membres supérieurs	HP:0009056
Augmentation de la teneur en lipides musculaires	HP:0009058
Dépôts graisseux dans les fibres musculaires	HP:0009058
Accumulation de graisse dans les fibres musculaires	HP:0009058
Accumulation de lipides dans les muscles squelettiques	HP:0009058
Lipidose musculaire	HP:0009058
Accumulation de lipides dans le muscle squelettique	HP:0009058
Augmentation de la teneur en lipides musculaires	HP:0009058
Lipodystrophie généralisée congénitale	HP:0009059
Lipodystrophie généralisée congénitale	HP:0009059
Atrophie du muscle scapulaire	HP:0009060
Hypotonie axiale infantile	HP:0009062
Hypotonie, axiale, dans la petite enfance	HP:0009062
Faiblesse musculaire distale progressive	HP:0009063
Faiblesse musculaire, distale, progressive	HP:0009063
Faiblesse musculaire, progressive, distale	HP:0009063
Lipodystrophie généralisée	HP:0009064
Lipodystrophie généralisée	HP:0009064
Lipodystrophie, généralisée	HP:0009064
Atrophie musculaire spinale progressive	HP:0009067
Perte musculaire progressive de la colonne vertébrale	HP:0009067
Dégénérescence progressive des muscles spinaux	HP:0009067
Myopathie mitochondriale infantile létale	HP:0009069
Myopathie inflammatoire	HP:0009071
Diminution du réflexe d'Achille	HP:0009072
Hyporéflexie au niveau des articulations de la cheville	HP:0009072
Faiblesse musculaire proximale progressive	HP:0009073
Faiblesse musculaire, progressive, proximale	HP:0009073
Faiblesse des muscles extenseurs des doigts longs	HP:0009077
Encoche médiane de la crête alvéolaire supérieure	HP:0009084
Encoche médiane de la crête gingivale supérieure	HP:0009084
Fente médiane du processus alvéolaire maxillaire	HP:0009084
Encoche médiane de la crête alvéolaire maxillaire	HP:0009084
Fente médiane de la crête alvéolaire supérieure	HP:0009084
Encoche médiane du processus alvéolaire maxillaire	HP:0009084
Croissance de la crête alvéolaire	HP:0009085
Prolifération de la crête alvéolaire	HP:0009085
Crête alvéolaire hypertrophiée	HP:0009085
Hyperplasie de la crête alvéolaire	HP:0009085
Augmentation de la taille de la crête gingivale	HP:0009085
Crêtes alvéolaires épaissies	HP:0009085
Crête alvéolaire élargie	HP:0009085
Crêtes alvéolaires épaisses	HP:0009085
Prolifération de la crête gingivale	HP:0009085
Excès de crête alvéolaire	HP:0009085
Augmentation de la taille de la crête alvéolaire	HP:0009085
Hyperplasie du processus alvéolaire de la mâchoire	HP:0009085
Langue postérieure	HP:0009087
Langue postérieure	HP:0009087
Difficultés d'articulation de la parole	HP:0009088
Apparence diplégique faciale obsolète	HP:0009090
Hypertropie progressive de la crête alvéolaire	HP:0009092
Hypertrophie progressive du processus alvéolaire de la mâchoire	HP:0009092
Augmentation de la taille de la crête gingivale	HP:0009092
Augmentation de la prolifération de la crête gingivale	HP:0009092
Fente de la crête alvéolaire inférieure	HP:0009094
Fente du processus alvéolaire mandibulaire	HP:0009094
Encoche du processus alvéolaire mandibulaire	HP:0009094
Encoche de la crête alvéolaire mandibulaire	HP:0009094
Encoche de la crête alvéolaire inférieure	HP:0009094
Fente de la gencive inférieure	HP:0009094
Encoche de la crête gingivale inférieure	HP:0009094
Fente de la crête gingivale inférieure	HP:0009094
Fente du processus alvéolaire inférieur	HP:0009094
Fente de la gencive mandibulaire	HP:0009094
Encoche du processus alvéolaire inférieur	HP:0009094
Candidose buccale chronique	HP:0009098
Muguet buccal chronique	HP:0009098
Fente palatine médiane	HP:0009099
Fente palatine centrale	HP:0009099
Fente palatine médiane	HP:0009099
Crêtes alvéolaires antérieures épaisses	HP:0009100
Processus alvéolaire antérieur épais de la mâchoire	HP:0009100
Fente labiale sous-muqueuse	HP:0009101
Fente labiale sous-muqueuse	HP:0009101
Malocclusion antérieure par occlusion ouverte	HP:0009102
Morsure ouverte antérieure entre les dents supérieures et inférieures	HP:0009102
Absence de chevauchement des dents antérieures supérieures et inférieures	HP:0009102
Openbite antérieur	HP:0009102
AOB	HP:0009102
Malocclusion de l'apertognathie	HP:0009102
Écart entre les dents antérieures supérieures et inférieures lors de la morsure	HP:0009102
Morsure ouverte antérieure	HP:0009102
Aplasie / hypoplasie touchant le bassin	HP:0009103
Absent / petit bassin	HP:0009103
Bassin absent / sous-développé	HP:0009103
Aplasie / hypoplasie de l'os pubien	HP:0009104
Os pubiens absents / sous-développés	HP:0009104
Os pubiens hypoplasiques / aplasiques	HP:0009104
Os pubiens absents / petits	HP:0009104
Ossification anormale de l'os pubien	HP:0009105
Maturation anormale de l'os pubien	HP:0009105
Ossification anormale des os du bassin	HP:0009106
Maturation anormale de l'os du bassin	HP:0009106
Ossification anormale impliquant les os du bassin	HP:0009106
Ossification anormale impliquant la tête et le cou fémoraux	HP:0009107
Maturation anormale de la tête et du cou de l'os de la cuisse	HP:0009107
Aplasie / hypoplasie impliquant la tête et le cou fémoraux	HP:0009108
Tête et col du fémur absents / sous-développés	HP:0009108
Tête et cou absents / petits du fémur	HP:0009108
Dénervation du diaphragme	HP:0009109
Eventration diaphragmatique	HP:0009110
Eventration du diaphragme	HP:0009110
Aplasie de l'hémidiaphragme gauche	HP:0009112
Hernie diaphragmatique gauche	HP:0009112
Hémidiaphragme gauche absent	HP:0009112
Faiblesse diaphragmatique	HP:0009113
Paraparésie diaphragmatique	HP:0009113
Faible diaphragme	HP:0009113
Mouvement diaphragmatique diminué	HP:0009113
Aplasie / hypoplasie impliquant le squelette	HP:0009115
Squelette absent / sous-développé	HP:0009115
Absent / petit squelette	HP:0009115
Aplasie / hypoplasie impliquant des os du crâne	HP:0009116
Aplasie / hypoplasie du maxillaire	HP:0009117
Sous-développement du maxillaire	HP:0009117
Sous-développement des os de la mâchoire supérieure	HP:0009117
Aplasie / hypoplasie de la mandibule	HP:0009118
Aplasie / hypoplasie des sinus frontaux	HP:0009119
Sinus frontal anormalement petit	HP:0009119
Aplasie / hypoplasie touchant les sinus	HP:0009120
Morphologie anormale du squelette axial	HP:0009121
Anomalie du squelette axial	HP:0009121
Aplasie / hypoplasie affectant les os du squelette axial	HP:0009122
Hypo- et hyperpigmentation mixte de la peau	HP:0009123
Morphologie anormale du tissu adipeux	HP:0009124
Anomalie du tissu adipeux	HP:0009124
Anomalie des tissus adipeux	HP:0009124
Anomalie du tissu adipeux	HP:0009124
Lipodystrophie	HP:0009125
Incapacité à fabriquer et à conserver des tissus adipeux sains	HP:0009125
Augmentation du tissu adipeux	HP:0009126
Augmentation du tissu adipeux	HP:0009126
Augmentation du tissu adipeux	HP:0009126
Anomalie de la musculature des membres	HP:0009127
Muscles anormaux des membres	HP:0009127
Problèmes musculaires dans les bras et / ou les jambes	HP:0009127
Aplasie / hypoplasie impliquant la musculature des extrémités	HP:0009128
Muscles absents / sous-développés des extrémités	HP:0009128
Muscles absents / petits des extrémités	HP:0009128
Amyotrophie des membres supérieurs	HP:0009129
Amyotrophie des membres supérieurs	HP:0009129
Atrophie musculaire de la main	HP:0009130
Dégénérescence musculaire de la main	HP:0009130
Perte musculaire de la main, bilatérale	HP:0009130
Amyotrophie impliquant la musculature de la main	HP:0009130
Amyotrophie des muscles de la main	HP:0009130
Perte musculaire de la main	HP:0009130
Anomalie de la musculature du thorax	HP:0009131
Densité minérale anormale de l'os du tarse	HP:0009132
Anomalie de la densité minérale osseuse impliquant les os du tarse	HP:0009132
Ostéolyse impliquant les os des pieds	HP:0009134
Duplication impliquant les os des pieds	HP:0009136
Duplication impliquant les os des pieds	HP:0009136
Synostose impliquant les os des membres inférieurs	HP:0009138
Fusion impliquant les os des membres inférieurs	HP:0009138
Ostéolyse des os des membres inférieurs	HP:0009139
Synostose impliquant les os des pieds	HP:0009140
Fusion impliquant les os des pieds	HP:0009140
Épuisement de l'ADN mitochondrial dans le tissu musculaire	HP:0009141
Épuisement de l'ADN mitochondrial dans le tissu musculaire squelettique	HP:0009141
Duplication des os impliquant les membres supérieurs	HP:0009142
Duplication des os impliquant les membres supérieurs	HP:0009142
Os surnuméraires du squelette axial	HP:0009144
Morphologie anormale de l'artère cérébrale	HP:0009145
Anomalie des artères cérébrales	HP:0009145
Anomalie de l'artère cérébrale	HP:0009145
Épiphyse élargie de la phalange distale du 5e doigt	HP:0009147
Extrémité élargie de l'os le plus externe du petit doigt	HP:0009147
Partie terminale élargie de l'os le plus externe du petit doigt	HP:0009147
Extrémité élargie de l'os le plus externe du petit doigt	HP:0009147
Petite épiphyse de la phalange distale du 5ème doigt	HP:0009148
Petite partie d'extrémité de l'os le plus externe du petit doigt	HP:0009148
Petite partie d'extrémité de l'os le plus externe du petit doigt	HP:0009148
Petite partie d'extrémité de l'os le plus externe du petit doigt	HP:0009148
Épiphyse triangulaire de la phalange distale du 5ème doigt	HP:0009149
Partie d'extrémité triangulaire de l'os le plus externe du petit doigt	HP:0009149
Partie d'extrémité triangulaire de l'os le plus externe du petit doigt	HP:0009149
Partie d'extrémité triangulaire de l'os le plus externe du petit doigt	HP:0009149
Épiphyse en forme de delta de la phalange distale du 5e doigt	HP:0009149
Anomalie de la phalange proximale du 5e doigt	HP:0009150
Anomalie du petit doigt osseux le plus interne	HP:0009150
Anomalie du petit doigt de l'os le plus interne	HP:0009150
Anomalie du petit doigt de l'os le plus interne	HP:0009150
Anomalie des épiphyses du 5ème doigt	HP:0009152
Anomalie de la partie terminale de l'os du petit doigt	HP:0009152
Anomalie de la partie terminale de l'os du petit doigt	HP:0009152
Anomalie de la partie terminale de l'os du petit doigt	HP:0009152
Anomalie de l'épiphyse de la phalange proximale du 5ème doigt	HP:0009153
Anomalie de la partie terminale de l'os le plus interne du petit doigt	HP:0009153
Anomalie de la partie terminale de l'os le plus interne du petit doigt	HP:0009153
Anomalie de la partie terminale de l'os le plus interne du petit doigt	HP:0009153
